summary,ID,label
i have a plethora of shoes i've never worn,718972346057506944,CTI-Negative
bugtraq cve20161240 tomcat packaging on debian-based distro,791202977327349760,CTI-Negative
rogue one popcorn tins,808051880848948992,CTI-Negative
TSS ALERTOne or more device parity protected units still not fully operational,746820566427009024,CTI-Negative
being in radio has helped me link up with many important people out here celebrityaccess,694887256243326976,CTI-Negative
new antihacking measures cause issues for PC players,779396448626573312,CTI-Positive
yobama fostering uncertainty over smartphone encryption issue,728655859090219008,CTI-Positive
chicken dance bwakbwak,705290462677094400,CTI-Negative
taxlayer breached 8800 customers notified PII may be compromised,694557588919156736,CTI-Positive
yes let's all meet on the minecraft site,724720750939222016,CTI-Negative
results triggered it but underlying causes of tribalism poverty unemployment and hopelessness have never been,718073681038193024,CTI-Negative
'Comparison of curves by brianbrown4 http ift,791763272617918464,CTI-Negative
ran to my room when i heard the door unlock,733149474004967040,CTI-Negative
fourth rankings the cbplayoff selection committee top 25,801231247418605952,CTI-Negative
bitcoin the end of money as we know it,709960700265897984,CTI-Positive
good morning,811290042677284992,CTI-Negative
tweet: '@stuartsynth ',686943321009320064,CTI-Negative
are you prepared if lincoln goes out of business,700658252187619328,CTI-Negative
more Armenians are returning to historical homeland,813724278810152960,CTI-Negative
'breaking': the clinton foundation announced it never reported a 1 million gift from,795296752840621952,CTI-Negative
black women horror writers interview with miracle,745896914479123968,CTI-Negative
'truth' httpstcos575xYUJUG,743840370128125952,CTI-Negative
'scripting a windows key logger',689574341302812672,CTI-Positive
pierdalpino uk national security strategy cyber security is a top priority,807990700071682048,CTI-Positive
hacker group anonymous declares ‘total war’ on Donald Trump,709842944530862080,CTI-Positive
'different extension and it's been around for a while but there's no need,750618282886045696,CTI-Negative
goldman sachs arm to invest nearly Rs 66 crore in indian financial tech startups,719879127076105984,CTI-Negative
if you mention me and you look pretty just know ima be lurking and trynn,790052705314017024,CTI-Negative
'I use panasonic rphtx7 had them a year and,797949287376257024,CTI-Negative
'Saying names look black sounds racist to me',769793998621928960,CTI-Negative
atlassian security director to lead australias cybersecurity centre,805593020154384384,CTI-Positive
40 of facebook users click on phishy links,771390239445291008,CTI-Positive
new post cycript on steroids,771787179949514752,CTI-Negative
'wheres the doctor that specializes in post cum doom',803820572828462976,CTI-Negative
these guys are flying and the weather is perfect,771992636580388992,CTI-Negative
'thanks for the reply',790508313138126848,CTI-Negative
f0zziehakz join the team,684914850141736960,CTI-Negative
Moto X Play OnePlusX – Moto X Play vs OnePlus X,689794742842822656,CTI-Negative
russia to spend 250m strengthening cyber offensive capabilities,695588002563813376,CTI-Positive
sprasteria group buys 862 stake in axway from,737717872575664128,CTI-Negative
it is not legal safe or funny to turn boats around to an unknown fate,785431852085457024,CTI-Negative
interesting slides rainbow over the windows more colors than you could expect,791871007380246528,CTI-Negative
the federal privacy watchdog outlined his concerns a couple weeks back,801869697927016064,CTI-Negative
TSS ALERTOne or more device parity protected units still not fully operational,779592170617639040,CTI-Negative
he will be lose AZ utar and la too goldwater size loss f...,712027374083244032,CTI-Negative
i think the plan all along was to have tigers and wings facilities connected by development,791668727209202048,CTI-Negative
wzod video is now live,702886802483494912,CTI-Negative
Lufthansa strike enters 4th day,801848133126909952,CTI-Negative
DROPZONE on Hot96 httpstcood5xjhNbeA,713056330014178944,CTI-Negative
'Nokia to show off tech thats a thousand times faster than google fiber http,779634489249103872,CTI-Negative
thandienewton happy birthday,795116818771968000,CTI-Negative
'Cybersecurity made simple download our ebook today http gopaloaltonetworks,770803310844522496,CTI-Positive
congratulations on being free tbh a good result of a breakdown ill let,708867557420364032,CTI-Negative
'FinemVentures How to start your own blog in 10 easy steps read blog http,752088246411075584,CTI-Negative
amazon echo can read your Kindle books aloud on request,688472997217189888,CTI-Negative
always remember who was there for you when no one else was,714656495867191040,CTI-Negative
have you read the wild trees highly recommended,690248253107995008,CTI-Negative
'new hilary emails show campaign illEGALLY coordinated with superpac,784640436858032000,CTI-Negative
tweep a film or tv show i joe rise of,731504530182045952,CTI-Negative
wells fargo cfo downplays questions over earnings quality,738036507802472448,CTI-Negative
'ProjectSauron' the code authors refer to 'Sauron,762660803250192384,CTI-Negative
president gives nod to enemy property ordinance,812324821459751040,CTI-Negative
schizophrenic hbris and science http ifttt1j,694480207886049280,CTI-Negative
you know what to do,722963905534783488,CTI-Negative
have a beautiful evening everyone,763819035179965952,CTI-Negative
blm clint bernardorbust all of us trying to end,777283805535019008,CTI-Negative
what time and where is it,769394435457224960,CTI-Negative
BMW Mobileye and Intel are building a full selfdriving car for 2021,748892093427310592,CTI-Negative
prince harry regrets that he did not speak about the death of princess diana,757493401604526080,CTI-Negative
tens of millions of americans believe these same things,804445591845608960,CTI-Negative
USDAprime ribeye steak of the day by USDA,692672125094604800,CTI-Negative
Apple’s iPhonedestroying robot Liam One is a robot that can destroy iPhones,712978711276957696,CTI-Negative
even now he has futon couches,710816270862721024,CTI-Negative
ida pro for touch bar,791698450257588224,CTI-Negative
apple says constitution forbids what the feds is asking,710367271336607744,CTI-Positive
bull can inseminate 300 cows from one single ejaculation,809229213672886016,CTI-Negative
'threatmeter' 'snoopers charter',801503628607553536,CTI-Positive
iPhone 6s Plus vs Galaxy S7 Edge – Camera,711719547930157056,CTI-Negative
we have a coalition,764289555826638976,CTI-Negative
potato security is becoming a dutch export,712630959062040576,CTI-Positive
happy birthday,809093313970274048,CTI-Negative
potato potatosecurity IOT finance banking,769958702262648832,CTI-Positive
'Comparing Reactjs Tutorials ADT Magazine blog reactjs http drag,719676206292025344,CTI-Negative
' discovering the wonders of wrestling 7 in its entirety for the first time thanks to you...,783089567884803968,CTI-Negative
china set to abandon its 65 growth target in the next 2 years,814717724463140864,CTI-Negative
Samsung Announces Galaxy Note 7 Exchange Program Following Recall,771862075488473088,CTI-Negative
'we must live together as brothers or perish together as fools',751456446559072000,CTI-Negative
'this georgetown history was the hardest thing all day long',721897547393024000,CTI-Negative
http dlvritMqhYkc top 7 things we learnt about,806524474023505920,CTI-Negative
'Trump is considering mitt romney for secretary of state report,799373232058941056,CTI-Negative
state holds off on staten island project,693047726066442240,CTI-Negative
chicken dance bwakbwak,705577368182718464,CTI-Negative
six degrees of domain admi,769477525298941952,CTI-Negative
Microsoft on Surface Pro 3 battery drain issue,759236628770648064,CTI-Negative
TSS ALERTOne or more device parity protected units still not fully operational,682902059683869056,CTI-Negative
man’s hilarious retirement email goes viral,704989626314850048,CTI-Negative
ctvo comments on nike open source software http newsexplodingads,748667905454276608,CTI-Negative
'SP Tyagi incident has affected the iafs reputation',807617914735988992,CTI-Negative
http://stcoa2om4hSt6U,706294604866436992,CTI-Negative
someone hates him,725870628247601024,CTI-Negative
military monday thank you gt,729963480879668992,CTI-Negative
'enough is enough',701631530456769024,CTI-Negative
cashless drive cyber crime on the rise,813850074304258048,CTI-Positive
order to entry in the new year http ifttt2hziJPK,815167385460162560,CTI-Negative
facebook free basics internet service banned in india on net neutrality concerns,696764425882087424,CTI-Negative
'for every potential crisis under the govt of d 1st victim has always,730562833583362048,CTI-Negative
It’s that time of year again when gamers wait with bat,803229830175035008,CTI-Negative
i've never seen that one,776418068767453184,CTI-Negative
'this CNN moderator tirade against emergency contraception is this FOX GOPDe,703043258872689024,CTI-Negative
'hi rhys oh no please DM us with the details,775252267901526016,CTI-Negative
park says sorry sorry and sorry again,803713024343372032,CTI-Negative
167 million tennesseans voted early now we focus on tues,794884088557670016,CTI-Negative
it's not crap what's the opposite of crap,809866700325842944,CTI-Negative
'when you offer so much player freedom you cant assume their pacing',707786434904722944,CTI-Negative
'Deals Make Money Stopping Hackers Become A Certified Cybersecurity Pro httpwww,814142153001697280,CTI-Positive
time to crack down on sales of dragons gold securobods,786493753318051840,CTI-Negative
it never ceases to amaze me the number of people who make it well into adulthood without ever,740118819998290048,CTI-Negative
'how can you have to much hatred towards us and we built this country we are the reason,750717473331305984,CTI-Negative
the sheepdogs the bridge city turnaround,783208792129412992,CTI-Negative
tweet: '@stuartsynth ',767375818490257024,CTI-Negative
dialects are usually specific to a valley,803014193502769152,CTI-Negative
this is why anita baker took her music off of Spotify,736013279445832064,CTI-Negative
httpstcoYmteJfdvHF,778353467480011008,CTI-Negative
10 strategies that guarantee you more profit on ebay and eCommerce sales,746044313855987712,CTI-Negative
qb50p1 0048 utc passover japanusing online,750896763121262976,CTI-Negative
top story us taxmen pull plug on antiidentitytheft system used by identity t...,707380609979719680,CTI-Positive
enter the triportreat giveaway for a chance to WIN a spinetingling trip,790887824472048000,CTI-Negative
10 paid iphone apps on sale for free today http bitly1Q67PxG apple,703056902863716352,CTI-Negative
“without deviation from the norm progress is not possible”,695383090449900032,CTI-Negative
Maritime Drinking Peru,791010665326637056,CTI-Negative
welcome to the main roster joe,767187709102264064,CTI-Negative
perfect day for some,764539646629977984,CTI-Negative
Card Factory keeps schtum on likeforlike sales,798470235405762944,CTI-Negative
retailers believe breach detection is sufficient but gap yawns wide,725082313932046336,CTI-Positive
'EMR Medscape EHR Report 2016 Physicians Rate Top EHRs In this years,768938516126445568,CTI-Negative
HTC Nexus – HTC making 6 Nexus devices including Google Nexus 2016 – It is,712173049311723520,CTI-Negative
'how important is the drown attack SSL',708696806826315776,CTI-Positive
'maybe britain's britain's britain',685946122624315008,CTI-Negative
'Tenda ADSL22 Modem 963281TAN Unauthenticated Remote DNS,775617056028766208,CTI-Positive
migrant worker program called worse than slavery after injured participants sent home without treatment,732150474904850048,CTI-Negative
spacex’s falcon 9 launch and ocean rocket,688735596236394496,CTI-Negative
4 reasons not to pay up in a ransomware attack,709382500674637824,CTI-Positive
remains of 8000 blacks desecrated at philly cemetery,756877951875084032,CTI-Negative
Xbox One Backward Compatibility update Three more,720568197510930432,CTI-Negative
got7 in thailand i'll make sure to come,741558304808132992,CTI-Negative
notified of europol optin intention,798557765362941952,CTI-Negative
blizzard hit with ddos attack poodlecorp takes credit,777940643993845760,CTI-Positive
'Three Things About DevOps You May Not Have Known By De,707577468794773504,CTI-Negative
Microsofts data portal adds new cloud certifications,722973667504885760,CTI-Positive
rt louisiana secretary of state is way ahead of the ap,706318687624494976,CTI-Negative
clay and a little salt water can make for enhanced oil recovery,802184095216370048,CTI-Negative
'brilliant thanks fro getting in touch we're pleased you enjoyed your stay with,683609913537490944,CTI-Negative
remembering capt vikram batra the sher shah of indian army who,774154558595485952,CTI-Negative
Some MacBook Pro 2016 users are reporting graphics card issues,803135370309176960,CTI-Negative
lmaoooo im crienn,793139754581778048,CTI-Negative
'RT Some Murder Methods for Modern Mystery Writersby httpstcoQ5,701961597162429952,CTI-Negative
http://tcoi9pfeHhUEu,808187826928025984,CTI-Negative
us issues federal security guidance on self-driving cars,778611794017333248,CTI-Positive
'How to Use the Official Twitter Plugin on Your WordPress Website http lnispage,778425578412179456,CTI-Negative
zebra mussel invasion meets its match a dogs snout,694621530416877952,CTI-Negative
freedom mobile faces uphill battle to compete with big 3 industry experts say,802999457293836032,CTI-Negative
'live tiles windows10 - Microsoft teases a pair of surprises planned for live tiles,713863682065768448,CTI-Negative
'attacks and breaches trump briefed on russian ties to election,785593792619421696,CTI-Positive
'3 Linux Took Over the Web Now It’s Taking Over the World http hub,768950339617845248,CTI-Negative
bill evans with tony bennett on johnny carna,731606070934667008,CTI-Negative
Chinese devs abuse free Apple apptesting certs to install pirated apps,701787302796795904,CTI-Positive
'tell more people that you love them you never know how much they might need it',775242670042152960,CTI-Negative
'it's too bad king of the hill isnt still on the air,804864225751363584,CTI-Negative
“music can elevate man to new heights especially elevator music”,786145706591425024,CTI-Negative
'Cyber Crime Investigations Bridging the Gaps http bitly1LL99,794190180341207040,CTI-Positive
ANC disaster making of,760732919753272960,CTI-Negative
'hashbreaker' intrinsic points debate,726780883856949248,CTI-Negative
smart city dubai must beat hackers in security race,785471797651058688,CTI-Positive
Apples Cook calls European tax ruling total political crap,771672657083314176,CTI-Negative
'How To Write An LLVM Register Allocator',699093897331372032,CTI-Negative
creative adobe taking advantage of new proxy workflows in premiere pro cc,748286261186670592,CTI-Negative
'http SNPXcom brittney spears dead hoax hits the,814132375772762112,CTI-Negative
'Which Rio will Olympic visitors see it depends on your tickets http bloombg2,761585570581770240,CTI-Negative
are ehealth record providers ehr vendors hackers next big target,719522139955716096,CTI-Positive
rather give credit to httpstcod2iixBwKth,702925981141634944,CTI-Negative
it is not the next one it is a future one,688931575250092032,CTI-Negative
browse 32 fanfavorite foods for all 32 nfl teams before the big game,696169446033916032,CTI-Negative
theres no way her brother could pay for thaT all he did was make sh,732065741529353984,CTI-Negative
'iteration in one language and then all the others',801136266490286080,CTI-Negative
huffington post gotcha,789512118663917952,CTI-Negative
http://tcoVfKBjMUGrd,701229432946691968,CTI-Negative
'Malware suspected in Bangladesh central bank ',708799826327117824,CTI-Positive
ask hn large client demands our code be given to a trustee,805804106149482496,CTI-Positive
another holiday weekend news dump remember her holiday weekend interview,771769026888420992,CTI-Negative
new rogue one trailer drops,786337242965012480,CTI-Negative
uber driver happy,700088274904178944,CTI-Negative
hopTo Inc to Announce Results for First Quarter 2016 on Thursday May 12 2016,727694053484154880,CTI-Negative
hackers want to take down xbox live and psn on christmas day,812712380648067072,CTI-Positive
'tottenham must make wembley a fortress',793525081003683968,CTI-Negative
cyberaware keep out of my computer,788129443311079040,CTI-Positive
israel closes off west bank Until end of shavuot,741426898920734720,CTI-Negative
google chrome multiple vulnerabilities mac os x,782029793009086464,CTI-Positive
'Feds say 3 hacked law firms’ networks made insider trades,813819101617524992,CTI-Positive
'emet bypasses' is using these emet,739884308534579200,CTI-Positive
taste my seed in the morningsuck it out at night toosavor my wild seed and,766126073486515968,CTI-Negative
Blu Mobile – Blu Life Mark With 4G Fingerprint Scanner Available Online,703423088231190528,CTI-Negative
httpstcoxoM1xImcrG,730515928694280064,CTI-Negative
worm infects unpatched ubiquiti wireless devices,733801063980126208,CTI-Positive
Volkswagen TCross concept to hint at Nissan Juke rival,691972903173095424,CTI-Negative
90s favourite fashion trend makes a comeback,746934210972114944,CTI-Negative
drones flames – watch drones fly through this psychedelic course,689645099014197248,CTI-Negative
awaiting the da manifesto campaign tomorrow,723590520098968064,CTI-Negative
i never felt this way and a long time,685346816573846016,CTI-Negative
73year old excel spreadsheet artist,692175765811625984,CTI-Negative
TSS ALERTOptical library resource OPTMLB01 media or drive failure REFCMB,694990092792946944,CTI-Negative
avicii waiting for love,722218057628647040,CTI-Negative
she is quite popular in her class because she has excellent results in mathematics,795826501778162048,CTI-Negative
Austin Potato SecurityRisk Management Analyst Hp Austin Texas Potato Security Risk Management Anal http tinyurl,766753456837320704,CTI-Negative
manjaro team lets their certificates expire again http ifttt279Gb,730061908494176256,CTI-Negative
tweet: 'iran and obama’s faux pas more questions than answers,688056191944125952,CTI-Negative
'but i still gotta be up',749228593629257728,CTI-Negative
american treasure,814405608937910016,CTI-Negative
last night i learned to believe in heroes,737309629768568960,CTI-Negative
balloons fall at the gopconvention,756562261183836032,CTI-Negative
'NBC lawyers in new york eavesdropping is a class e felony,784975670422016000,CTI-Negative
'the 10 most important things in the world right now',814747183421517952,CTI-Negative
i rather be around gay guys than straight guys these days,701641008467934976,CTI-Negative
there are a thousand ways to fsck up running a mail server that have nothing,776583671373455360,CTI-Negative
hey its me points,783376137342685056,CTI-Negative
goldman says it's too late to chase the booming real estate sector,767881693470556160,CTI-Negative
Google Science Journal 1085 http fbme2qFQNV10R,733887499773345792,CTI-Negative
facebook now lets you hide notifications on iphone app,696014394245849088,CTI-Negative
reveals the stark reality of our broken system,812797458493440000,CTI-Negative
'malware mines monero that sad opm breach cracked,774580697533149184,CTI-Positive
cant wait to see you there,720358538250326016,CTI-Negative
theresa may will fly to scotland to meet,753691105271702016,CTI-Negative
'media uninterested in possible hilary email leak of cia names,741521698801869056,CTI-Positive
hurricane looking to build on lincoln results with halifax well,811198413282930944,CTI-Negative
kylie jenner i dont care about twitter hack,740009422232158208,CTI-Positive
'how about a game of asteroids in your browser httpwww oldergeeksco,718656174430621696,CTI-Negative
warriors smh,706607906880228992,CTI-Negative
dontforget to be grateful,736217881826976000,CTI-Negative
Jayalalithaa should react to charges by expelled AIADMK MP,760383274912850048,CTI-Negative
eResidency https eestoniacomeresidentsab out,747908691324706816,CTI-Negative
how the pwnedlist got pwned,727096835265933312,CTI-Positive
'burn the angst off overnight stress free saturday',805098365037986048,CTI-Negative
woodpecker animals – territorial woodpeckers interpret enemy’s drumming to coordinate,706786844973740032,CTI-Negative
this has got to be the worst 25 seconds in college basketball history,686398180435492992,CTI-Negative
'RT 13' she gave an entire speech about how the alt right movement is using his campaign,774582334830088064,CTI-Negative
FD WP Fastest Cache Member Local File Inclusion vulnerability http ifttt,752911795791298560,CTI-Positive
'how can it be described as anything but blackmail vote as we say or we will push,743105229302926976,CTI-Negative
'XboxTwo PS5 – ‘Xbox Two vs PS5,701617375292993536,CTI-Negative
payasugym breach exposes passwords,810837285079891968,CTI-Positive
LG Taking Break From Nexus Line to Focus on Own Brand,702635622058631040,CTI-Negative
'when i compiled a list of H1 conferences the other day less than half,692669239044476928,CTI-Positive
leverage Sunday let's get it on,706574611677203968,CTI-Negative
srinagar mp taraq hameed karras resignation accepted by,799154737090134016,CTI-Negative
Guppy wrote a piece for the new statesman about the actual attack,701413807306973056,CTI-Negative
hackers take over thousands of twitter accounts and tweet out adult content,735914267610894336,CTI-Positive
'FANGORIA Let Joe Pat bring out the devil in you on 'WE,754528928568573952,CTI-Negative
'sigh is targeting ads to people based on things theyve said in dm,716500313591533568,CTI-Negative
still time to register for 2pm fri or 2pm sat games at dexcon,748542928843325056,CTI-Negative
'WTMN80 Not BIOS',721245943178346496,CTI-Negative
believe doc look at south after 1964 civil rights passed everything changed it's all about racism,746812642975710976,CTI-Negative
onlymarco httpstco5xs986zNx7,714954227429339008,CTI-Negative
apologies for the delay in ashton this morning,786125418915037056,CTI-Negative
'cmon the three lions ',772487575777010048,CTI-Negative
down to the tee,737436287628660992,CTI-Negative
there cant be many people in the world as beautiful as httpstcojHI5LLz,703025703327912064,CTI-Negative
apple mac users targeted by ransom hacking attack,706767584750862336,CTI-Positive
albert switzer the only escape from the miseries of life are music and cats,798287177167688064,CTI-Negative
'my biggest regret as a programmer',717621417693552640,CTI-Negative
neph lil my neph,766125591829643008,CTI-Negative
Commodore 64 httpstcoMppZZApzD2,694239151156236032,CTI-Negative
bysoftchina the internet plus action plan what is it really about,715497609083785216,CTI-Negative
managed code rootkits hooking into runtime environments,701514941916966912,CTI-Positive
darkest dungeon a Gothic Roguelike TurnBased RolePlaying Game comes,714667188033101824,CTI-Negative
demand that poland ban selling and producing fur NOW,788797844513751040,CTI-Negative
'stop doing input validation http t0sme2d2Q3Pr defense,778805925192753152,CTI-Positive
thank you,754847929052045056,CTI-Negative
your tweet takes center stage on httpstcog1yUsbVZZi,725114525469544064,CTI-Negative
'No one ever said this just post ur stan video n shut up',764558754499158016,CTI-Negative
zika virus – WHO declares zika an international emergency,694580587638558720,CTI-Negative
'man with three thousand twitter followers exclaims i love tits met with,725543655117864960,CTI-Negative
entrepreneur startup alternatives,703806746335145984,CTI-Negative
my dad got high at the mash movie at the old drivein and accidentally got my mom,704088166769271040,CTI-Negative
'why does lo sound like the weezy penguin from toy story when she laugh,726508215605800960,CTI-Negative
build your own dreams or someone else will hire you to build theirs,683843788637384960,CTI-Negative
ask hn what are some great fiction reads for someone that reads nonfiction,812568500573208576,CTI-Negative
'Microsoft KB3150513 is another Windows 10 update patch,728271088384270336,CTI-Negative
daughter let grandson wear jersey,813174795374363008,CTI-Negative
isis are now drugging children and strapping them with suicide vests,767786401408675968,CTI-Negative
access one of the web’s largest design asset libraries for only 49,770319486553563136,CTI-Negative
running hot or normal temps,756955997378322432,CTI-Negative
USAs Maroulis topples Yoshida for 53kg wrestling gold,766405022221475968,CTI-Negative
a reproduction vintage sound card http ifttt2dDVsdS,783125760429228032,CTI-Negative
they are sad they are scared they are confused they wonder they hope they cry please adopt dontshop,742741235690045056,CTI-Negative
death by GPS http jmp1VPVOl8,738348715438690304,CTI-Negative
change is automatic progress is not,730080132359139328,CTI-Negative
nigga on the phone with his plug,743216541584392064,CTI-Negative
'look at what the lnp shit throwers are doing to ton,747629060067458944,CTI-Negative
'asked who he thought would win the new hampshire primary president,697141270779592960,CTI-Negative
postage to australia included,814299935319342976,CTI-Negative
ATT Business Customers Are Being Offered BOGO Deals,690017066225655808,CTI-Negative
'robert pack adam on his way home',796438653077769984,CTI-Negative
librarian surprises school with 4 million gift,774283322767843328,CTI-Negative
'Why do people want to gather at a scene like that makes officers job harder ',751262216549052032,CTI-Negative
4 tips to protect your business from digital thieves,751837090099388416,CTI-Positive
data breach compromises personal information of 134000 navy members,801916141488763008,CTI-Positive
threatmeter xen interrupt masking flaw lets local users on a guest system cause de,811681751911243776,CTI-Positive
'what happens if i don’t pay my taxes on time',693943204060794880,CTI-Negative
'with security research never take all the credit',711646914228396032,CTI-Positive
'Marco can get minoritiesmoderates amp millennials 2 vote for him we,752606415114662016,CTI-Negative
'secret to architect success red wine green tea black coffee true blue heart amp white hot architecture arch,718477633533709952,CTI-Negative
i actually like the deng signing good vet with leadership can teach the young guys a to,749363246033870976,CTI-Negative
'duko is dead orphanblack',738609383207108992,CTI-Negative
shell fail if she doesnt,788831581070733056,CTI-Negative
mind blowing,745299570809250048,CTI-Negative
#wififoreveryouthouse #wififoreveryouthouse,715890136723165184,CTI-Negative
'isc stormcast for thursday february 25th 2016 http,702696140005842944,CTI-Negative
inside former us embassy in tehran iran,780016255579328512,CTI-Negative
'Trump show ',785267854430134016,CTI-Negative
how they stole our drone ctf sdr competition,741588198476910592,CTI-Negative
RT gets a piece of bread me to me now close it without the twist tie,797864668626820992,CTI-Negative
if you havent clicked on a mock bracket yet this season,694219662175920000,CTI-Negative
'i met them once back in the day so shy they were',688446160348918016,CTI-Negative
http dlvritMr7rqR 10 ways to optimise your site for,806902205135536128,CTI-Negative
'GalaxyNote7 Smartphone – Samsung Galaxy Note 7 Specifications Le,751107616890195968,CTI-Negative
i seriously cant wait,812978153928983040,CTI-Negative
what the actual fuck httpstcoUACB1YPgRF,809210239564317056,CTI-Negative
taxpayers could lose more than £20bn if osborne presses ahead with,710238551347166976,CTI-Negative
spacexs falcon 9 explodes on florida launch pad during rocket test,771350202401816576,CTI-Negative
fortinet doesnt find petya why,713670773311930368,CTI-Negative
all you need for your first backpacking trip http tandlme2coeGY,778538526048710656,CTI-Negative
login login is required,781187494041817088,CTI-Negative
'how will malaysia deal with rising public anger',800073929746424064,CTI-Negative
Trumps Treasury pick having roomed with Ahmed Chalabi's nephew at Yale is a,803810546655133952,CTI-Negative
'How To Stay Safe While Playing Pokémon GO http ifttt2a,757678078680240128,CTI-Positive
burgers be named national food,696780583242898944,CTI-Negative
'thats why i love this show you see yourself in it ',783871608179917056,CTI-Negative
tumor bad apples making houston look bad,763392136347804032,CTI-Negative
best loadouts i have seen knife jug hunter shoulder titan ram void,730061524711038976,CTI-Negative
message of hope from the norwich extra,807598033009602944,CTI-Negative
'this is no place to try and live my life',797489009400413952,CTI-Negative
how to get shit done http netsecuorg,705229263478366208,CTI-Negative
'like father like son thought he had some good in him bc of his charity,782324406383218944,CTI-Negative
stuxnet daily is out http tweetedtimescomv1704srgp,731666083703357440,CTI-Negative
'PRNEWSWIRE Burns McDonnell Announces 2016 Principals Across the,784164117422731264,CTI-Negative
tweet: '@stuartsynth ',733503427947336064,CTI-Negative
take a hyper detailed tour of the international space station,792788819288461056,CTI-Negative
excellent company on here,806220174760312960,CTI-Negative
'facebook microsoft twitter and youtube team up to curb terrorism',806012736991739904,CTI-Negative
tshirts apparel r2d2 flats – exclusive artoos for your,736188658835968000,CTI-Negative
'Turkey deliberately ‘unleashing’ ISIS terrorists,714276657507344384,CTI-Negative
'RT Attacks on RSS workers emanates from intolerance dattatrey,796268044418878976,CTI-Negative
'job network is not designed to get the unemployed to work its middle class welfare dressed in,703748947563532032,CTI-Negative
you made the right decision im in hell,740640862280024064,CTI-Negative
'those who are being duped are partisan fools who are being duped,777283726145303040,CTI-Negative
'the arrogance of elected reps of course the party has nthng to,731303566845955968,CTI-Negative
cybersecurity how social media was used on day one of voting,804646214314708992,CTI-Positive
Xbox Live Arcade would “destroy the console industry” creators feared,702195629720625152,CTI-Negative
banks are so digital it hurts,774968263285637120,CTI-Negative
red hat security advisory 2016012401,695819291434684416,CTI-Positive
tweet: twitter suspends over 125k accounts related to terrorism,697092050211069952,CTI-Negative
steal kisses dream scylyhatching bitter schemes offake love stealing,797303726985789056,CTI-Negative
it's starting to look the same here in new york city especially in the area near Trump Tower,800750666171944960,CTI-Negative
a redskins fan for me,688737105837714944,CTI-Negative
cybersecurity risk management an evolving ecosystem,792255944256282624,CTI-Positive
Firefox 45 brings tab sharing tab Sync clicktoview images and more,707855454374760448,CTI-Negative
TSS ALERTOne or more device parity protected units still not fully operational,776579162094076032,CTI-Negative
'RokuTVs BestBuy – The first 4K Roku TVs hit,708048336641634304,CTI-Negative
doubt phil griffin happy,692544173115851008,CTI-Negative
'if earth is round shouldnt car tires be concave',691701159526969344,CTI-Negative
world powers approve arms for libya s new government,732563010359832576,CTI-Negative
it's not a very good one,719072850192130048,CTI-Negative
grandma in jesus name amen me thanksgiving with black families,802035707665613056,CTI-Negative
Donald Trump had a remarkable opportunity to appear presidential this morning instead hes talking about drainage on,746304371852377984,CTI-Negative
teenage ddos users targeted by law enforcement,808359090795778048,CTI-Positive
'RT httpstcoUjHvcK82hK  httpstco,693410087810044032,CTI-Negative
hacker russian man faces us trial in lucrative hacking scheme,765096481762127872,CTI-Positive
debianlinux glibc linuxenterprisedesktop linuxenter,723380231008980992,CTI-Negative
cop killings of blacks are DOWN 75 in 45 yrs,752619707090567040,CTI-Negative
'iPhone6s iPhone6sPlus – The Back iPhone 6s6,713584989577678848,CTI-Negative
shit kicking cowboy down on his luck in amarillo hoping his girl,749921276307841024,CTI-Negative
ATT to sue city for 'Google Fiber',778823822921207808,CTI-Negative
time by AndreiBran http ifttt2fewhiz,800504158436675584,CTI-Negative
tweet : 'rt ...',793430743234014976,CTI-Negative
the sun shrinks before your eyes in this solar eclipse video,708383542649073664,CTI-Negative
can christina aguilera be my gf pls,736066898517885056,CTI-Negative
this made me so happy,769144032442318976,CTI-Negative
every year the state allocates money to flood relief but where does it go,794060603014921984,CTI-Negative
Apple explores charging stations for electric vehicles,735545804262236160,CTI-Negative
former basketball player needs kidney transplant,736536880913736064,CTI-Negative
blessed i be thanking god,743224620547969024,CTI-Negative
follow rt voter database hack in illinois by foreign intruder compromises,771066301968023552,CTI-Positive
apologies lucy please see our conditions of carriage section 6,747073152451214976,CTI-Negative
hsbc brings touch ID and voice recognition to UK banks,701756666447007744,CTI-Negative
rcb 80 in 1 over,730405961446260992,CTI-Negative
'RT Say it Over and OverTerrorists MuslimsNeedle Haystack,742073096245550976,CTI-Negative
Samsung Gear 360 smartphone for taking immersive 360degree footage,701552283641720832,CTI-Negative
use bash exit traps http redsymbolnetarticlesbash exittraps,740869110796570624,CTI-Negative
lugnut driven development http ifttt1wtnsn1,710637075301847040,CTI-Negative
AppleTV4 Jailbreak – Jailbreaking the Apple TV 4 Using Pangu 90,716652796498448384,CTI-Negative
'does have the same facial expressions right thru in her snaps,736662896323657984,CTI-Negative
'why i fought for open source in the air force via linux',697435248712409088,CTI-Negative
rt estaz video australias sharkspotting drone,705687900550254592,CTI-Negative
'nasa finds the tallest peak on saturn’s moon titan,713519877831544832,CTI-Negative
well into its second decade googles business is still booming,791743428367384576,CTI-Negative
nsa director did not come out misquoting like aboss,693076542117826560,CTI-Negative
some thoughts on differential privacy and apple,743343164757413888,CTI-Positive
'GalaxyS7 LGG5 Which Phone is Better – Both LG,710908453317771264,CTI-Negative
